year_month,state,district,enrolment_total
2025-10,Meghalaya,North Garo Hills,17
2025-10,Meghalaya,Ri Bhoi,133
2025-10,Meghalaya,South Garo Hills,37
2025-10,Meghalaya,South West Garo Hills,42
2025-10,Meghalaya,South West Khasi Hills,16
2025-10,Meghalaya,West Garo Hills,133
2025-10,Meghalaya,West Jaintia Hills,47
2025-10,Meghalaya,West Khasi Hills,72
2025-10,Mizoram,Aizawl,38
2025-10,Mizoram,Champhai,6
2025-10,Mizoram,Khawzawl,1
2025-10,Mizoram,Kolasib,3
2025-10,Mizoram,Lawngtlai,48
2025-10,Mizoram,Lunglei,5
2025-10,Mizoram,Mamit,1
2025-10,Mizoram,Mammit,1
2025-10,Mizoram,Saiha,4
2025-10,Mizoram,Serchhip,3
2025-10,Nagaland,Chumukedima,3
2025-10,Nagaland,Dimapur,25
2025-10,Nagaland,Kiphire,16
2025-10,Nagaland,Kohima,20
2025-10,Nagaland,Longleng,5
2025-10,Nagaland,Meluri,4
2025-10,Nagaland,Mokokchung,6
2025-10,Nagaland,Mon,24
2025-10,Nagaland,Noklak,3
2025-10,Nagaland,Peren,6
2025-10,Nagaland,Phek,19
2025-10,Nagaland,Shamator,1
2025-10,Nagaland,Tuensang,10
2025-10,Nagaland,Wokha,5
2025-10,Nagaland,Zunheboto,15
2025-10,Odisha,Angul,100
2025-10,Odisha,Anugul,5
2025-10,Odisha,Balangir,147
2025-10,Odisha,Baleshwar,40
2025-10,Odisha,Baleswar,228
2025-10,Odisha,Bargarh,180
2025-10,Odisha,Baudh,4
2025-10,Odisha,Bhadrak,150
2025-10,Odisha,Boudh,62
2025-10,Odisha,Cuttack,157
2025-10,Odisha,Debagarh,35
2025-10,Odisha,Dhenkanal,80
2025-10,Odisha,Gajapati,79
2025-10,Odisha,Ganjam,217
2025-10,Odisha,JAJPUR,84
2025-10,Odisha,Jagatsinghapur,60
2025-10,Odisha,Jagatsinghpur,15
2025-10,Odisha,Jajapur,65
2025-10,Odisha,Jajpur,1
2025-10,Odisha,Jharsuguda,40
2025-10,Odisha,Kalahandi,151
2025-10,Odisha,Kandhamal,122
2025-10,Odisha,Kendrapara,137
2025-10,Odisha,Kendujhar,187
2025-10,Odisha,Khorda,146
2025-10,Odisha,Khordha,14
2025-10,Odisha,Koraput,152
2025-10,Odisha,Malkangiri,156
2025-10,Odisha,Mayurbhanj,326
2025-10,Odisha,NUAPADA,2
2025-10,Odisha,Nabarangapur,245
2025-10,Odisha,Nayagarh,91
2025-10,Odisha,Nuapada,58
2025-10,Odisha,Puri,96
2025-10,Odisha,Rayagada,112
2025-10,Odisha,Sambalpur,100
2025-10,Odisha,Sonapur,71
2025-10,Odisha,Subarnapur,12
2025-10,Odisha,Sundargarh,24
2025-10,Odisha,Sundergarh,125
2025-10,Orissa,Anugul,2
2025-10,Orissa,Balangir,10
2025-10,Orissa,Baleshwar,18
2025-10,Orissa,Bargarh,5
2025-10,Orissa,Bhadrak,16
2025-10,Orissa,Cuttack,8
2025-10,Orissa,Dhenkanal,2
2025-10,Orissa,Ganjam,7
2025-10,Orissa,Jagatsinghapur,1
2025-10,Orissa,Jajapur,1
2025-10,Orissa,Jharsuguda,1
2025-10,Orissa,Kendrapara,2
2025-10,Orissa,Khordha,17
2025-10,Orissa,Koraput,9
2025-10,Orissa,Malkangiri,1
2025-10,Orissa,Mayurbhanj,2
2025-10,Orissa,Nayagarh,3
2025-10,Orissa,Puri,7
2025-10,Orissa,Rayagada,4
2025-10,Orissa,Subarnapur,1
2025-10,Orissa,Sundargarh,4
2025-10,Pondicherry,Karaikal,7
2025-10,Pondicherry,Pondicherry,48
2025-10,Pondicherry,Yanam,1
2025-10,Puducherry,Karaikal,11
2025-10,Puducherry,Puducherry,54
2025-10,Puducherry,Yanam,1
2025-10,Punjab,Amritsar,209
2025-10,Punjab,Barnala,26
2025-10,Punjab,Bathinda,99
2025-10,Punjab,Faridkot,41
2025-10,Punjab,Fatehgarh Sahib,41
2025-10,Punjab,Fazilka,54
2025-10,Punjab,Ferozepur,44
2025-10,Punjab,Firozpur,10
2025-10,Punjab,Gurdaspur,112
2025-10,Punjab,Hoshiarpur,90
2025-10,Punjab,Jalandhar,154
2025-10,Punjab,Kapurthala,60
2025-10,Punjab,Ludhiana,349
2025-10,Punjab,Malerkotla,28
2025-10,Punjab,Mansa,31
2025-10,Punjab,Moga,63
2025-10,Punjab,Muktsar,7
2025-10,Punjab,Nawanshahr,6
2025-10,Punjab,Pathankot,38
2025-10,Punjab,Patiala,121
2025-10,Punjab,Rupnagar,41
2025-10,Punjab,S.A.S Nagar(Mohali),7
2025-10,Punjab,SAS Nagar (Mohali),90
2025-10,Punjab,Sangrur,89
2025-10,Punjab,Shaheed Bhagat Singh Nagar,47
2025-10,Punjab,Sri Muktsar Sahib,52
2025-10,Punjab,Tarn Taran,64
2025-10,Rajasthan,Ajmer,469
2025-10,Rajasthan,Alwar,703
2025-10,Rajasthan,Banswara,269
2025-10,Rajasthan,Baran,227
2025-10,Rajasthan,Barmer,703
2025-10,Rajasthan,Bharatpur,616
2025-10,Rajasthan,Bhilwara,406
2025-10,Rajasthan,Bikaner,424
2025-10,Rajasthan,Bundi,181
2025-10,Rajasthan,Chittaurgarh,15
2025-10,Rajasthan,Chittorgarh,207
2025-10,Rajasthan,Churu,381
2025-10,Rajasthan,Dausa,201
2025-10,Rajasthan,Deeg,1
2025-10,Rajasthan,Dhaulpur,1
2025-10,Rajasthan,Dholpur,265
2025-10,Rajasthan,Dungarpur,263
2025-10,Rajasthan,Ganganagar,180
2025-10,Rajasthan,Hanumangarh,192
2025-10,Rajasthan,Jaipur,1049
2025-10,Rajasthan,Jaisalmer,117
2025-10,Rajasthan,Jalor,448
2025-10,Rajasthan,Jhalawar,311
2025-10,Rajasthan,Jhunjhunu,7
2025-10,Rajasthan,Jhunjhunun,306
2025-10,Rajasthan,Jodhpur,595
2025-10,Rajasthan,Karauli,286
2025-10,Rajasthan,Kota,296
2025-10,Rajasthan,Nagaur,588
2025-10,Rajasthan,Pali,415
2025-10,Rajasthan,Pratapgarh,193
2025-10,Rajasthan,Rajsamand,209
2025-10,Rajasthan,Sawai Madhopur,219
2025-10,Rajasthan,Sikar,427
2025-10,Rajasthan,Sirohi,224
2025-10,Rajasthan,Tonk,198
2025-10,Rajasthan,Udaipur,550
2025-10,Sikkim,East,10
2025-10,Sikkim,East Sikkim,11
2025-10,Sikkim,North Sikkim,1
2025-10,Sikkim,South,2
2025-10,Sikkim,South Sikkim,4
2025-10,Sikkim,West,5
2025-10,Sikkim,West Sikkim,5
2025-10,Tamil Nadu,Ariyalur,66
2025-10,Tamil Nadu,Chengalpattu,32
2025-10,Tamil Nadu,Chennai,274
2025-10,Tamil Nadu,Coimbatore,284
2025-10,Tamil Nadu,Cuddalore,286
2025-10,Tamil Nadu,Dharmapuri,148
2025-10,Tamil Nadu,Dindigul,209
2025-10,Tamil Nadu,Erode,189
2025-10,Tamil Nadu,Kallakurichi,28
2025-10,Tamil Nadu,Kancheepuram,382
2025-10,Tamil Nadu,Kanniyakumari,60
2025-10,Tamil Nadu,Kanyakumari,64
2025-10,Tamil Nadu,Karur,148
2025-10,Tamil Nadu,Krishnagiri,132
2025-10,Tamil Nadu,Madurai,333
2025-10,Tamil Nadu,Mayiladuthurai,17
2025-10,Tamil Nadu,Nagapattinam,140
2025-10,Tamil Nadu,Namakkal,195
2025-10,Tamil Nadu,Perambalur,71
2025-10,Tamil Nadu,Pudukkottai,238
2025-10,Tamil Nadu,Ramanathapuram,113
2025-10,Tamil Nadu,Ranipet,1
2025-10,Tamil Nadu,Salem,286
2025-10,Tamil Nadu,Sivaganga,127
2025-10,Tamil Nadu,Tenkasi,47
2025-10,Tamil Nadu,Thanjavur,222
2025-10,Tamil Nadu,The Nilgiris,52
2025-10,Tamil Nadu,Theni,108
2025-10,Tamil Nadu,Thiruvallur,5
2025-10,Tamil Nadu,Thiruvarur,150
2025-10,Tamil Nadu,Thoothukkudi,150
2025-10,Tamil Nadu,Tiruchirappalli,404
2025-10,Tamil Nadu,Tirunelveli,285
2025-10,Tamil Nadu,Tirupattur,31
2025-10,Tamil Nadu,Tiruppur,160
2025-10,Tamil Nadu,Tiruvallur,393
2025-10,Tamil Nadu,Tiruvannamalai,196
2025-10,Tamil Nadu,Vellore,275
2025-10,Tamil Nadu,Villupuram,270
2025-10,Tamil Nadu,Viluppuram,234
2025-10,Tamil Nadu,Virudhunagar,166
2025-10,Telangana,Adilabad,120
2025-10,Telangana,Bhadradri Kothagudem,103
2025-10,Telangana,Hanumakonda,45
2025-10,Telangana,Hyderabad,666
2025-10,Telangana,Jagitial,62
2025-10,Telangana,Jangaon,1
2025-10,Telangana,Jangoan,39
2025-10,Telangana,Jayashankar Bhupalpally,27
2025-10,Telangana,Jogulamba Gadwal,84
2025-10,Telangana,K.v. Rangareddy,687
2025-10,Telangana,Kamareddy,104
2025-10,Telangana,Karimnagar,195
2025-10,Telangana,Khammam,153
2025-10,Telangana,Komaram Bheem,51
2025-10,Telangana,Mahabubabad,61
2025-10,Telangana,Mahabubnagar,456
2025-10,Telangana,Mancherial,54
2025-10,Telangana,Medak,290
2025-10,Telangana,Medchal-malkajgiri,160
2025-10,Telangana,Medchal?malkajgiri,1
2025-10,Telangana,Medchal−malkajgiri,16
2025-10,Telangana,Mulugu,38
2025-10,Telangana,Nagarkurnool,55
2025-10,Telangana,Nalgonda,280
2025-10,Telangana,Narayanpet,41
2025-10,Telangana,Nirmal,60
2025-10,Telangana,Nizamabad,263
2025-10,Telangana,Peddapalli,21
2025-10,Telangana,Rajanna Sircilla,24
2025-10,Telangana,Rangareddy,7
2025-10,Telangana,Sangareddy,107
2025-10,Telangana,Siddipet,88
2025-10,Telangana,Suryapet,91
2025-10,Telangana,Vikarabad,125
2025-10,Telangana,Wanaparthy,78
2025-10,Telangana,Warangal,101
2025-10,Telangana,Warangal Rural,24
2025-10,Telangana,Warangal Urban,38
2025-10,Telangana,Yadadri.,85
2025-10,Tripura,Dhalai,37
2025-10,Tripura,Dhalai  *,3
2025-10,Tripura,Gomati,16
2025-10,Tripura,Khowai,10
2025-10,Tripura,North Tripura,63
2025-10,Tripura,Sepahijala,38
2025-10,Tripura,South Tripura,78
2025-10,Tripura,Unakoti,18
2025-10,Tripura,West Tripura,58
2025-10,Uttar Pradesh,Agra,704
2025-10,Uttar Pradesh,Aligarh,474
2025-10,Uttar Pradesh,Allahabad,565
2025-10,Uttar Pradesh,Ambedkar Nagar,290
2025-10,Uttar Pradesh,Amethi,291
2025-10,Uttar Pradesh,Amroha,317
2025-10,Uttar Pradesh,Auraiya,149
2025-10,Uttar Pradesh,Ayodhya,42
2025-10,Uttar Pradesh,Azamgarh,574
2025-10,Uttar Pradesh,Baghpat,217
2025-10,Uttar Pradesh,Bahraich,651
2025-10,Uttar Pradesh,Ballia,442
2025-10,Uttar Pradesh,Balrampur,309
2025-10,Uttar Pradesh,Banda,232
2025-10,Uttar Pradesh,Bara Banki,339
2025-10,Uttar Pradesh,Barabanki,19
2025-10,Uttar Pradesh,Bareilly,652
2025-10,Uttar Pradesh,Basti,430
2025-10,Uttar Pradesh,Bhadohi,21
2025-10,Uttar Pradesh,Bijnor,669
2025-10,Uttar Pradesh,Budaun,458
2025-10,Uttar Pradesh,Bulandshahar,10
2025-10,Uttar Pradesh,Bulandshahr,565
2025-10,Uttar Pradesh,Chandauli,338
2025-10,Uttar Pradesh,Chitrakoot,144
2025-10,Uttar Pradesh,Deoria,402
2025-10,Uttar Pradesh,Etah,199
2025-10,Uttar Pradesh,Etawah,244
2025-10,Uttar Pradesh,Faizabad,295
2025-10,Uttar Pradesh,Farrukhabad,230
2025-10,Uttar Pradesh,Fatehpur,350
2025-10,Uttar Pradesh,Firozabad,356
2025-10,Uttar Pradesh,Gautam Buddha Nagar,356
2025-10,Uttar Pradesh,Ghaziabad,718
2025-10,Uttar Pradesh,Ghazipur,539
2025-10,Uttar Pradesh,Gonda,435
2025-10,Uttar Pradesh,Gorakhpur,570
2025-10,Uttar Pradesh,Hamirpur,143
2025-10,Uttar Pradesh,Hapur,138
2025-10,Uttar Pradesh,Hardoi,560
2025-10,Uttar Pradesh,Hathras,244
2025-10,Uttar Pradesh,Jalaun,240
2025-10,Uttar Pradesh,Jaunpur,501
2025-10,Uttar Pradesh,Jhansi,322
2025-10,Uttar Pradesh,Jyotiba Phule Nagar,9
2025-10,Uttar Pradesh,Kannauj,279
2025-10,Uttar Pradesh,Kanpur Dehat,176
2025-10,Uttar Pradesh,Kanpur Nagar,758
2025-10,Uttar Pradesh,Kasganj,165
2025-10,Uttar Pradesh,Kaushambi,232
2025-10,Uttar Pradesh,Kheri,723
2025-10,Uttar Pradesh,Kushinagar,470
2025-10,Uttar Pradesh,Lalitpur,164
2025-10,Uttar Pradesh,Lucknow,679
2025-10,Uttar Pradesh,Maharajganj,420
2025-10,Uttar Pradesh,Mahoba,121
2025-10,Uttar Pradesh,Mainpuri,377
2025-10,Uttar Pradesh,Mathura,416
2025-10,Uttar Pradesh,Mau,272
2025-10,Uttar Pradesh,Meerut,579
2025-10,Uttar Pradesh,Mirzapur,341
2025-10,Uttar Pradesh,Moradabad,533
2025-10,Uttar Pradesh,Muzaffarnagar,365
2025-10,Uttar Pradesh,Pilibhit,323
2025-10,Uttar Pradesh,Pratapgarh,492
2025-10,Uttar Pradesh,Prayagraj,66
2025-10,Uttar Pradesh,Rae Bareli,328
2025-10,Uttar Pradesh,Rampur,450
2025-10,Uttar Pradesh,Saharanpur,465
2025-10,Uttar Pradesh,Sambhal,391
2025-10,Uttar Pradesh,Sant Kabir Nagar,215
2025-10,Uttar Pradesh,Sant Ravidas Nagar,167
2025-10,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,4
2025-10,Uttar Pradesh,Shahjahanpur,378
2025-10,Uttar Pradesh,Shamli,214
2025-10,Uttar Pradesh,Shrawasti,166
2025-10,Uttar Pradesh,Siddharthnagar,459
2025-10,Uttar Pradesh,Sitapur,666
2025-10,Uttar Pradesh,Sonbhadra,225
2025-10,Uttar Pradesh,Sultanpur,360
2025-10,Uttar Pradesh,Unnao,423
2025-10,Uttar Pradesh,Varanasi,473
2025-10,Uttarakhand,Almora,57
2025-10,Uttarakhand,Bageshwar,27
2025-10,Uttarakhand,Chamoli,47
2025-10,Uttarakhand,Champawat,45
2025-10,Uttarakhand,Dehradun,212
2025-10,Uttarakhand,Garhwal,1
2025-10,Uttarakhand,Hardwar,11
2025-10,Uttarakhand,Haridwar,190
2025-10,Uttarakhand,Nainital,130
2025-10,Uttarakhand,Pauri Garhwal,60
2025-10,Uttarakhand,Pithoragarh,54
2025-10,Uttarakhand,Rudraprayag,41
2025-10,Uttarakhand,Tehri Garhwal,104
2025-10,Uttarakhand,Udham Singh Nagar,245
2025-10,Uttarakhand,Uttarkashi,30
2025-10,WEST BENGAL,HOOGHLY,1
2025-10,West  Bengal,Hooghly,1
2025-10,West Bengal,Alipurduar,46
2025-10,West Bengal,Bankura,446
2025-10,West Bengal,Barddhaman,680
2025-10,West Bengal,Bardhaman,76
2025-10,West Bengal,Birbhum,657
2025-10,West Bengal,Cooch Behar,336
2025-10,West Bengal,Dakshin Dinajpur,217
2025-10,West Bengal,Darjeeling,133
2025-10,West Bengal,Darjiling,30
2025-10,West Bengal,East Midnapore,92
2025-10,West Bengal,Haora,132
2025-10,West Bengal,Hooghly,593
2025-10,West Bengal,Howrah,371
2025-10,West Bengal,Hugli,7
2025-10,West Bengal,Jalpaiguri,293
2025-10,West Bengal,Jhargram,40
2025-10,West Bengal,Kalimpong,5
2025-10,West Bengal,Koch Bihar,136
2025-10,West Bengal,Kolkata,298
2025-10,West Bengal,Malda,529
2025-10,West Bengal,Maldah,70
2025-10,West Bengal,Medinipur,1
2025-10,West Bengal,Murshidabad,1399
2025-10,West Bengal,Nadia,537
2025-10,West Bengal,North 24 Parganas,898
2025-10,West Bengal,North Dinajpur,15
2025-10,West Bengal,North Twenty Four Parganas,65
2025-10,West Bengal,Paschim Bardhaman,63
2025-10,West Bengal,Paschim Medinipur,744
2025-10,West Bengal,Purba Bardhaman,124
2025-10,West Bengal,Purba Medinipur,670
2025-10,West Bengal,Purulia,42
2025-10,West Bengal,Puruliya,518
2025-10,West Bengal,South 24 Parganas,1309
2025-10,West Bengal,South Dinajpur,18
2025-10,West Bengal,South Twenty Four Parganas,173
2025-10,West Bengal,Uttar Dinajpur,877
2025-10,West Bengal,West Midnapore,95
2025-11,100000,100000,2
2025-11,Andaman & Nicobar Islands,Andamans,3
2025-11,Andaman & Nicobar Islands,South Andaman,3
2025-11,Andaman and Nicobar Islands,Nicobar,2
2025-11,Andaman and Nicobar Islands,North And Middle Andaman,5
2025-11,Andaman and Nicobar Islands,South Andaman,5
2025-11,Andhra Pradesh,Adilabad,41
2025-11,Andhra Pradesh,Alluri Sitharama Raju,34
2025-11,Andhra Pradesh,Anakapalli,13
2025-11,Andhra Pradesh,Anantapur,125
2025-11,Andhra Pradesh,Ananthapur,40
2025-11,Andhra Pradesh,Ananthapuramu,68
2025-11,Andhra Pradesh,Annamayya,21
2025-11,Andhra Pradesh,Bapatla,14
2025-11,Andhra Pradesh,Chittoor,228
2025-11,Andhra Pradesh,Cuddapah,144
2025-11,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,14
2025-11,Andhra Pradesh,East Godavari,187
2025-11,Andhra Pradesh,Eluru,29
2025-11,Andhra Pradesh,Guntur,230
2025-11,Andhra Pradesh,Hyderabad,172
2025-11,Andhra Pradesh,K.V.Rangareddy,1
2025-11,Andhra Pradesh,Kakinada,23
2025-11,Andhra Pradesh,Karim Nagar,1
2025-11,Andhra Pradesh,Karimnagar,25
2025-11,Andhra Pradesh,Khammam,46
2025-11,Andhra Pradesh,Krishna,179
2025-11,Andhra Pradesh,Kurnool,260
2025-11,Andhra Pradesh,Mahabub Nagar,52
2025-11,Andhra Pradesh,Mahabubnagar,1
2025-11,Andhra Pradesh,Mahbubnagar,21
2025-11,Andhra Pradesh,Medak,18
2025-11,Andhra Pradesh,N. T. R,36
2025-11,Andhra Pradesh,Nalgonda,25
2025-11,Andhra Pradesh,Nandyal,14
2025-11,Andhra Pradesh,Nellore,124
2025-11,Andhra Pradesh,Nizamabad,21
2025-11,Andhra Pradesh,Palnadu,21
2025-11,Andhra Pradesh,Parvathipuram Manyam,8
2025-11,Andhra Pradesh,Prakasam,214
2025-11,Andhra Pradesh,Rangareddi,55
2025-11,Andhra Pradesh,Sri Potti Sriramulu Nellore,39
2025-11,Andhra Pradesh,Sri Sathya Sai,24
2025-11,Andhra Pradesh,Srikakulam,124
2025-11,Andhra Pradesh,Tirupati,28
2025-11,Andhra Pradesh,Visakhapatnam,190
2025-11,Andhra Pradesh,Vizianagaram,98
2025-11,Andhra Pradesh,Warangal,33
2025-11,Andhra Pradesh,West Godavari,138
2025-11,Andhra Pradesh,Y. S. R,19
2025-11,Arunachal Pradesh,Anjaw,2
2025-11,Arunachal Pradesh,Changlang,26
2025-11,Arunachal Pradesh,East Kameng,2
2025-11,Arunachal Pradesh,East Siang,5
2025-11,Arunachal Pradesh,Kurung Kumey,1
2025-11,Arunachal Pradesh,Lohit,3
2025-11,Arunachal Pradesh,Longding,17
2025-11,Arunachal Pradesh,Lower Dibang Valley,3
2025-11,Arunachal Pradesh,Lower Subansiri,5
2025-11,Arunachal Pradesh,Namsai,1
2025-11,Arunachal Pradesh,Papum Pare,13
2025-11,Arunachal Pradesh,Shi-yomi,1
2025-11,Arunachal Pradesh,Siang,5
2025-11,Arunachal Pradesh,Tawang,10
2025-11,Arunachal Pradesh,Tirap,2
2025-11,Arunachal Pradesh,Upper Subansiri,9
2025-11,Arunachal Pradesh,West Kameng,2
2025-11,Arunachal Pradesh,West Siang,3
2025-11,Assam,Baksa,44
2025-11,Assam,Barpeta,254
2025-11,Assam,Biswanath,22
2025-11,Assam,Bongaigaon,81
2025-11,Assam,Cachar,214
2025-11,Assam,Charaideo,25
2025-11,Assam,Chirang,49
2025-11,Assam,Darrang,109
2025-11,Assam,Dhemaji,104
2025-11,Assam,Dhubri,212
2025-11,Assam,Dibrugarh,98
2025-11,Assam,Goalpara,146
2025-11,Assam,Golaghat,105
2025-11,Assam,Hailakandi,127
2025-11,Assam,Hojai,91
2025-11,Assam,Jorhat,99
2025-11,Assam,Kamrup,171
2025-11,Assam,Kamrup Metro,107
2025-11,Assam,Karbi Anglong,119
2025-11,Assam,Karimganj,308
2025-11,Assam,Kokrajhar,45
2025-11,Assam,Lakhimpur,125
2025-11,Assam,Majuli,12
2025-11,Assam,Marigaon,198
2025-11,Assam,Nagaon,272
2025-11,Assam,Nalbari,96
2025-11,Assam,North Cachar Hills,20
2025-11,Assam,Sibsagar,44
2025-11,Assam,Sonitpur,200
2025-11,Assam,South Salmara Mankachar,35
2025-11,Assam,Sribhumi,5
2025-11,Assam,Tamulpur District,1
2025-11,Assam,Tinsukia,135
2025-11,Assam,Udalguri,68
2025-11,Assam,West Karbi Anglong,35
2025-11,Bihar,Araria,310
2025-11,Bihar,Arwal,83
2025-11,Bihar,Aurangabad,253
2025-11,Bihar,Aurangabad(bh),4
2025-11,Bihar,Banka,225
2025-11,Bihar,Begusarai,255
2025-11,Bihar,Bhabua,1
2025-11,Bihar,Bhagalpur,328
2025-11,Bihar,Bhojpur,304
2025-11,Bihar,Buxar,169
2025-11,Bihar,Darbhanga,394
2025-11,Bihar,East Champaran,502
2025-11,Bihar,Gaya,381
2025-11,Bihar,Gopalganj,262
2025-11,Bihar,Jamui,139
2025-11,Bihar,Jehanabad,70
2025-11,Bihar,Kaimur (Bhabua),150
2025-11,Bihar,Katihar,347
2025-11,Bihar,Khagaria,216
2025-11,Bihar,Kishanganj,205
2025-11,Bihar,Lakhisarai,100
2025-11,Bihar,Madhepura,200
2025-11,Bihar,Madhubani,379
2025-11,Bihar,Monghyr,1
2025-11,Bihar,Munger,136
2025-11,Bihar,Muzaffarpur,418
2025-11,Bihar,Nalanda,254
2025-11,Bihar,Nawada,311
2025-11,Bihar,Patna,461
2025-11,Bihar,Purba Champaran,2
2025-11,Bihar,Purnea,6
2025-11,Bihar,Purnia,373
2025-11,Bihar,Rohtas,191
2025-11,Bihar,Saharsa,303
2025-11,Bihar,Samastipur,445
2025-11,Bihar,Saran,525
2025-11,Bihar,Sheikhpura,94
2025-11,Bihar,Sheohar,74
2025-11,Bihar,Sitamarhi,356
2025-11,Bihar,Siwan,378
2025-11,Bihar,Supaul,197
2025-11,Bihar,Vaishali,490
2025-11,Bihar,West Champaran,378
2025-11,Chandigarh,Chandigarh,70
2025-11,Chhattisgarh,Balod,43
2025-11,Chhattisgarh,Baloda Bazar,81
2025-11,Chhattisgarh,Balrampur,121
2025-11,Chhattisgarh,Bastar,114
2025-11,Chhattisgarh,Bemetara,72
2025-11,Chhattisgarh,Bijapur,51
2025-11,Chhattisgarh,Bilaspur,188
2025-11,Chhattisgarh,Dakshin Bastar Dantewada,25
2025-11,Chhattisgarh,Dantewada,10
2025-11,Chhattisgarh,Dhamtari,58
2025-11,Chhattisgarh,Durg,90
2025-11,Chhattisgarh,Gariyaband,30
2025-11,Chhattisgarh,Gaurela-pendra-marwahi,2
2025-11,Chhattisgarh,Janjgir Champa,1
2025-11,Chhattisgarh,Janjgir-champa,113
2025-11,Chhattisgarh,Jashpur,67
2025-11,Chhattisgarh,Kabeerdham,18
2025-11,Chhattisgarh,Kanker,38
2025-11,Chhattisgarh,Kawardha,51
2025-11,Chhattisgarh,Khairagarh Chhuikhadan Gandai,3
2025-11,Chhattisgarh,Kondagaon,60
2025-11,Chhattisgarh,Korba,104
2025-11,Chhattisgarh,Koriya,54
2025-11,Chhattisgarh,Mahasamund,104
2025-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,10
2025-11,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1
2025-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,7
2025-11,Chhattisgarh,Mungeli,85
2025-11,Chhattisgarh,Narayanpur,11
2025-11,Chhattisgarh,Raigarh,93
2025-11,Chhattisgarh,Raipur,180
2025-11,Chhattisgarh,Rajnandgaon,90
2025-11,Chhattisgarh,Sakti,16
2025-11,Chhattisgarh,Sarangarh-Bilaigarh,1
2025-11,Chhattisgarh,Sukma,26
2025-11,Chhattisgarh,Surajpur,79
2025-11,Chhattisgarh,Surguja,129
2025-11,Chhattisgarh,Uttar Bastar Kanker,19
2025-11,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1
2025-11,Dadra and Nagar Haveli,Dadra and Nagar Haveli,38
2025-11,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2
2025-11,Dadra and Nagar Haveli and Daman and Diu,Daman,3
2025-11,Dadra and Nagar Haveli and Daman and Diu,Diu,3
2025-11,Daman and Diu,Daman,2
2025-11,Daman and Diu,Diu,1
2025-11,Delhi,Central Delhi,58
2025-11,Delhi,East Delhi,138
2025-11,Delhi,New Delhi,8
2025-11,Delhi,North Delhi,76
2025-11,Delhi,North East,39
2025-11,Delhi,North East Delhi,154
2025-11,Delhi,North West Delhi,322
2025-11,Delhi,Shahdara,14
2025-11,Delhi,South Delhi,244
2025-11,Delhi,South East Delhi,1
2025-11,Delhi,South West Delhi,184
2025-11,Delhi,West Delhi,207
2025-11,Goa,North Goa,33
2025-11,Goa,South Goa,35
2025-11,Gujarat,Ahmadabad,34
2025-11,Gujarat,Ahmedabad,586
2025-11,Gujarat,Amreli,100
2025-11,Gujarat,Anand,157
2025-11,Gujarat,Arvalli,60
2025-11,Gujarat,Banas Kantha,1
2025-11,Gujarat,Banaskantha,356
2025-11,Gujarat,Bharuch,131
2025-11,Gujarat,Bhavnagar,272
2025-11,Gujarat,Botad,31
2025-11,Gujarat,Chhotaudepur,46
2025-11,Gujarat,Dahod,232
2025-11,Gujarat,Devbhumi Dwarka,43
2025-11,Gujarat,Dohad,61
2025-11,Gujarat,Gandhinagar,122
2025-11,Gujarat,Gir Somnath,78
2025-11,Gujarat,Jamnagar,119
2025-11,Gujarat,Junagadh,176
2025-11,Gujarat,Kachchh,155
2025-11,Gujarat,Kheda,250
2025-11,Gujarat,Mahesana,184
2025-11,Gujarat,Mahisagar,56
2025-11,Gujarat,Morbi,71
2025-11,Gujarat,Narmada,51
2025-11,Gujarat,Navsari,69
2025-11,Gujarat,Panchmahals,193
2025-11,Gujarat,Patan,132
2025-11,Gujarat,Porbandar,30
2025-11,Gujarat,Rajkot,251
2025-11,Gujarat,Sabar Kantha,9
2025-11,Gujarat,Sabarkantha,132
2025-11,Gujarat,Surat,485
2025-11,Gujarat,Surendra Nagar,208
2025-11,Gujarat,Surendranagar,3
2025-11,Gujarat,Tapi,126
2025-11,Gujarat,The Dangs,38
2025-11,Gujarat,Vadodara,298
2025-11,Gujarat,Valsad,212
2025-11,Haryana,Ambala,80
2025-11,Haryana,Bhiwani,94
2025-11,Haryana,Charkhi Dadri,22
2025-11,Haryana,Faridabad,194
2025-11,Haryana,Fatehabad,51
2025-11,Haryana,Gurgaon,107
2025-11,Haryana,Hisar,145
2025-11,Haryana,Jhajjar,74
2025-11,Haryana,Jind,117
2025-11,Haryana,Kaithal,73
2025-11,Haryana,Karnal,93
2025-11,Haryana,Kurukshetra,62
2025-11,Haryana,Mahendragarh,60
2025-11,Haryana,Mewat,119
2025-11,Haryana,Palwal,95
2025-11,Haryana,Panchkula,31
2025-11,Haryana,Panipat,112
2025-11,Haryana,Rewari,58
2025-11,Haryana,Rohtak,78
2025-11,Haryana,Sirsa,84
2025-11,Haryana,Sonipat,96
2025-11,Haryana,Yamuna Nagar,89
2025-11,Haryana,Yamunanagar,1
