year_month,state,district,demographic_total
2025-10,Karnataka,Gadag *,29
2025-10,Karnataka,Gulbarga,826
2025-10,Karnataka,Hasan,367
2025-10,Karnataka,Hassan,758
2025-10,Karnataka,Haveri,942
2025-10,Karnataka,Haveri *,43
2025-10,Karnataka,Kalaburagi,643
2025-10,Karnataka,Kodagu,339
2025-10,Karnataka,Kolar,977
2025-10,Karnataka,Koppal,834
2025-10,Karnataka,Mandya,838
2025-10,Karnataka,Mysore,686
2025-10,Karnataka,Mysuru,697
2025-10,Karnataka,Raichur,1178
2025-10,Karnataka,Ramanagar,558
2025-10,Karnataka,Shimoga,511
2025-10,Karnataka,Shivamogga,439
2025-10,Karnataka,Tumakuru,607
2025-10,Karnataka,Tumkur,822
2025-10,Karnataka,Udupi,714
2025-10,Karnataka,Uttara Kannada,783
2025-10,Karnataka,Vijayanagara,271
2025-10,Karnataka,Vijayapura,732
2025-10,Karnataka,Yadgir,688
2025-10,Karnataka,yadgir,86
2025-10,Kerala,Alappuzha,1164
2025-10,Kerala,Ernakulam,1997
2025-10,Kerala,Idukki,490
2025-10,Kerala,Kannur,1864
2025-10,Kerala,Kasaragod,873
2025-10,Kerala,Kasargod,82
2025-10,Kerala,Kollam,1924
2025-10,Kerala,Kottayam,1239
2025-10,Kerala,Kozhikode,2807
2025-10,Kerala,Malappuram,5006
2025-10,Kerala,Palakkad,1650
2025-10,Kerala,Pathanamthitta,826
2025-10,Kerala,Thiruvananthapuram,2090
2025-10,Kerala,Thrissur,2235
2025-10,Kerala,Wayanad,542
2025-10,Ladakh,Kargil,42
2025-10,Ladakh,Leh,68
2025-10,Lakshadweep,Lakshadweep,69
2025-10,Madhya Pradesh,Agar Malwa,255
2025-10,Madhya Pradesh,Alirajpur,602
2025-10,Madhya Pradesh,Anuppur,398
2025-10,Madhya Pradesh,Ashok Nagar,693
2025-10,Madhya Pradesh,Balaghat,1030
2025-10,Madhya Pradesh,Barwani,970
2025-10,Madhya Pradesh,Betul,1110
2025-10,Madhya Pradesh,Bhind,1354
2025-10,Madhya Pradesh,Bhopal,1521
2025-10,Madhya Pradesh,Burhanpur,453
2025-10,Madhya Pradesh,Chhatarpur,2370
2025-10,Madhya Pradesh,Chhindwara,1371
2025-10,Madhya Pradesh,Damoh,1248
2025-10,Madhya Pradesh,Datia,1091
2025-10,Madhya Pradesh,Dewas,721
2025-10,Madhya Pradesh,Dhar,1434
2025-10,Madhya Pradesh,Dindori,605
2025-10,Madhya Pradesh,East Nimar,264
2025-10,Madhya Pradesh,Guna,995
2025-10,Madhya Pradesh,Gwalior,1649
2025-10,Madhya Pradesh,Harda,132
2025-10,Madhya Pradesh,Harda *,65
2025-10,Madhya Pradesh,Hoshangabad,454
2025-10,Madhya Pradesh,Indore,2903
2025-10,Madhya Pradesh,Jabalpur,1850
2025-10,Madhya Pradesh,Jhabua,1543
2025-10,Madhya Pradesh,Katni,1220
2025-10,Madhya Pradesh,Khandwa,389
2025-10,Madhya Pradesh,Khargone,783
2025-10,Madhya Pradesh,Maihar,171
2025-10,Madhya Pradesh,Mandla,1066
2025-10,Madhya Pradesh,Mandsaur,1056
2025-10,Madhya Pradesh,Mauganj,173
2025-10,Madhya Pradesh,Morena,1554
2025-10,Madhya Pradesh,Narmadapuram,134
2025-10,Madhya Pradesh,Narsimhapur,250
2025-10,Madhya Pradesh,Narsinghpur,624
2025-10,Madhya Pradesh,Neemuch,810
2025-10,Madhya Pradesh,Niwari,69
2025-10,Madhya Pradesh,Pandhurna,45
2025-10,Madhya Pradesh,Panna,1147
2025-10,Madhya Pradesh,Raisen,1198
2025-10,Madhya Pradesh,Rajgarh,964
2025-10,Madhya Pradesh,Ratlam,1257
2025-10,Madhya Pradesh,Rewa,2514
2025-10,Madhya Pradesh,Sagar,1848
2025-10,Madhya Pradesh,Satna,1847
2025-10,Madhya Pradesh,Sehore,578
2025-10,Madhya Pradesh,Seoni,1404
2025-10,Madhya Pradesh,Shahdol,930
2025-10,Madhya Pradesh,Shajapur,714
2025-10,Madhya Pradesh,Sheopur,874
2025-10,Madhya Pradesh,Shivpuri,1476
2025-10,Madhya Pradesh,Sidhi,1316
2025-10,Madhya Pradesh,Singrauli,1212
2025-10,Madhya Pradesh,Tikamgarh,1357
2025-10,Madhya Pradesh,Ujjain,1845
2025-10,Madhya Pradesh,Umaria,688
2025-10,Madhya Pradesh,Vidisha,873
2025-10,Madhya Pradesh,West Nimar,87
2025-10,Maharashtra,Ahilyanagar,36
2025-10,Maharashtra,Ahmadnagar,9229
2025-10,Maharashtra,Ahmed Nagar,329
2025-10,Maharashtra,Akola,3722
2025-10,Maharashtra,Amravati,3845
2025-10,Maharashtra,Aurangabad,5258
2025-10,Maharashtra,Beed,5994
2025-10,Maharashtra,Bhandara,1414
2025-10,Maharashtra,Bid,382
2025-10,Maharashtra,Buldana,942
2025-10,Maharashtra,Buldhana,4730
2025-10,Maharashtra,Chandrapur,4618
2025-10,Maharashtra,Chatrapati Sambhaji Nagar,100
2025-10,Maharashtra,Chhatrapati Sambhajinagar,583
2025-10,Maharashtra,Dharashiv,135
2025-10,Maharashtra,Dhule,2387
2025-10,Maharashtra,Gadchiroli,1690
2025-10,Maharashtra,Gondia,37
2025-10,Maharashtra,Gondiya,1655
2025-10,Maharashtra,Gondiya *,63
2025-10,Maharashtra,Hingoli,4541
2025-10,Maharashtra,Hingoli *,2
2025-10,Maharashtra,Jalgaon,6409
2025-10,Maharashtra,Jalna,2851
2025-10,Maharashtra,Kolhapur,5245
2025-10,Maharashtra,Latur,4655
2025-10,Maharashtra,Mumbai,5176
2025-10,Maharashtra,Mumbai City,945
2025-10,Maharashtra,Mumbai Suburban,3850
2025-10,Maharashtra,Mumbai( Sub Urban ),187
2025-10,Maharashtra,Nagpur,5418
2025-10,Maharashtra,Nanded,9407
2025-10,Maharashtra,Nandurbar,1090
2025-10,Maharashtra,Nandurbar *,30
2025-10,Maharashtra,Nashik,8769
2025-10,Maharashtra,Osmanabad,4668
2025-10,Maharashtra,Palghar,3543
2025-10,Maharashtra,Parbhani,5332
2025-10,Maharashtra,Pune,13652
2025-10,Maharashtra,Raigad,832
2025-10,Maharashtra,Raigarh,3394
2025-10,Maharashtra,Raigarh(MH),41
2025-10,Maharashtra,Ratnagiri,2249
2025-10,Maharashtra,Sangli,3927
2025-10,Maharashtra,Satara,4676
2025-10,Maharashtra,Sindhudurg,1086
2025-10,Maharashtra,Solapur,10119
2025-10,Maharashtra,Thane,10508
2025-10,Maharashtra,Wardha,988
2025-10,Maharashtra,Washim,2785
2025-10,Maharashtra,Washim *,34
2025-10,Maharashtra,Yavatmal,8613
2025-10,Manipur,Bishnupur,1430
2025-10,Manipur,Chandel,377
2025-10,Manipur,Churachandpur,661
2025-10,Manipur,Imphal East,2058
2025-10,Manipur,Imphal West,3406
2025-10,Manipur,Jiribam,33
2025-10,Manipur,Kakching,144
2025-10,Manipur,Pherzawl,1
2025-10,Manipur,Senapati,884
2025-10,Manipur,Tamenglong,554
2025-10,Manipur,Thoubal,2338
2025-10,Manipur,Ukhrul,704
2025-10,Meghalaya,East Garo Hills,174
2025-10,Meghalaya,East Jaintia Hills,90
2025-10,Meghalaya,East Khasi Hills,655
2025-10,Meghalaya,Eastern West Khasi Hills,73
2025-10,Meghalaya,Jaintia Hills,2
2025-10,Meghalaya,North Garo Hills,118
2025-10,Meghalaya,Ri Bhoi,260
2025-10,Meghalaya,South Garo Hills,97
2025-10,Meghalaya,South West Garo Hills,225
2025-10,Meghalaya,South West Khasi Hills,87
2025-10,Meghalaya,West Garo Hills,436
2025-10,Meghalaya,West Jaintia Hills,208
2025-10,Meghalaya,West Khasi Hills,291
2025-10,Mizoram,Aizawl,359
2025-10,Mizoram,Champhai,76
2025-10,Mizoram,Hnahthial,1
2025-10,Mizoram,Kolasib,81
2025-10,Mizoram,Lawngtlai,149
2025-10,Mizoram,Lunglei,123
2025-10,Mizoram,Mamit,34
2025-10,Mizoram,Mammit,20
2025-10,Mizoram,Saiha,36
2025-10,Mizoram,Saitual,5
2025-10,Mizoram,Serchhip,34
2025-10,Nagaland,Chumukedima,42
2025-10,Nagaland,Dimapur,302
2025-10,Nagaland,Kiphire,38
2025-10,Nagaland,Kohima,107
2025-10,Nagaland,Longleng,18
2025-10,Nagaland,Meluri,6
2025-10,Nagaland,Mokokchung,96
2025-10,Nagaland,Mon,107
2025-10,Nagaland,Niuland,7
2025-10,Nagaland,Noklak,8
2025-10,Nagaland,Peren,69
2025-10,Nagaland,Phek,42
2025-10,Nagaland,Shamator,8
2025-10,Nagaland,Tseminyu,3
2025-10,Nagaland,Tuensang,103
2025-10,Nagaland,Wokha,34
2025-10,Nagaland,Zunheboto,94
2025-10,ODISHA,NUAPADA,1
2025-10,Odisha,ANGUL,1
2025-10,Odisha,ANUGUL,3
2025-10,Odisha,Angul,873
2025-10,Odisha,Anugul,61
2025-10,Odisha,Balangir,1102
2025-10,Odisha,Baleshwar,408
2025-10,Odisha,Baleswar,987
2025-10,Odisha,Bargarh,1285
2025-10,Odisha,Baudh,31
2025-10,Odisha,Bhadrak,1147
2025-10,Odisha,Boudh,329
2025-10,Odisha,Cuttack,1145
2025-10,Odisha,Debagarh,259
2025-10,Odisha,Dhenkanal,816
2025-10,Odisha,Gajapati,612
2025-10,Odisha,Ganjam,2322
2025-10,Odisha,JAJPUR,471
2025-10,Odisha,Jagatsinghapur,366
2025-10,Odisha,Jagatsinghpur,236
2025-10,Odisha,Jajapur,805
2025-10,Odisha,Jajpur,16
2025-10,Odisha,Jharsuguda,483
2025-10,Odisha,Kalahandi,1293
2025-10,Odisha,Kandhamal,785
2025-10,Odisha,Kendrapara,957
2025-10,Odisha,Kendujhar,1358
2025-10,Odisha,Khorda,870
2025-10,Odisha,Khordha,194
2025-10,Odisha,Koraput,1307
2025-10,Odisha,Malkangiri,524
2025-10,Odisha,Mayurbhanj,1881
2025-10,Odisha,NUAPADA,8
2025-10,Odisha,Nabarangapur,1256
2025-10,Odisha,Nayagarh,623
2025-10,Odisha,Nuapada,359
2025-10,Odisha,Puri,782
2025-10,Odisha,Rayagada,768
2025-10,Odisha,Sambalpur,885
2025-10,Odisha,Sonapur,295
2025-10,Odisha,Subarnapur,104
2025-10,Odisha,Sundargarh,253
2025-10,Odisha,Sundergarh,932
2025-10,Odisha,jajpur,4
2025-10,Orissa,Angul,1
2025-10,Orissa,Anugul,10
2025-10,Orissa,Balangir,170
2025-10,Orissa,Baleshwar,64
2025-10,Orissa,Bargarh,34
2025-10,Orissa,Bhadrak,95
2025-10,Orissa,Cuttack,83
2025-10,Orissa,Debagarh,2
2025-10,Orissa,Dhenkanal,30
2025-10,Orissa,Gajapati,5
2025-10,Orissa,Ganjam,158
2025-10,Orissa,Jagatsinghapur,2
2025-10,Orissa,Jajapur,10
2025-10,Orissa,Jharsuguda,5
2025-10,Orissa,Kalahandi,1
2025-10,Orissa,Kandhamal,14
2025-10,Orissa,Kendrapara,10
2025-10,Orissa,Kendujhar,11
2025-10,Orissa,Khordha,145
2025-10,Orissa,Koraput,42
2025-10,Orissa,Malkangiri,3
2025-10,Orissa,Mayurbhanj,1
2025-10,Orissa,Nabarangapur,1
2025-10,Orissa,Nayagarh,22
2025-10,Orissa,Puri,89
2025-10,Orissa,Rayagada,41
2025-10,Orissa,Sambalpur,7
2025-10,Orissa,Sonapur,4
2025-10,Orissa,Subarnapur,3
2025-10,Orissa,Sundargarh,26
2025-10,Orissa,Sundergarh,1
2025-10,Pondicherry,Karaikal,36
2025-10,Pondicherry,Pondicherry,271
2025-10,Pondicherry,Yanam,12
2025-10,Puducherry,Karaikal,112
2025-10,Puducherry,Puducherry,544
2025-10,Puducherry,Yanam,5
2025-10,Punjab,Amritsar,1607
2025-10,Punjab,Barnala,431
2025-10,Punjab,Bathinda,958
2025-10,Punjab,Faridkot,364
2025-10,Punjab,Fatehgarh Sahib,266
2025-10,Punjab,Fazilka,691
2025-10,Punjab,Ferozepur,455
2025-10,Punjab,Firozpur,225
2025-10,Punjab,Gurdaspur,998
2025-10,Punjab,Hoshiarpur,830
2025-10,Punjab,Jalandhar,1209
2025-10,Punjab,Kapurthala,402
2025-10,Punjab,Ludhiana,2456
2025-10,Punjab,Malerkotla,147
2025-10,Punjab,Mansa,327
2025-10,Punjab,Moga,432
2025-10,Punjab,Muktsar,113
2025-10,Punjab,Nawanshahr,83
2025-10,Punjab,Pathankot,195
2025-10,Punjab,Patiala,651
2025-10,Punjab,Rupnagar,241
2025-10,Punjab,S.A.S Nagar(Mohali),78
2025-10,Punjab,SAS Nagar (Mohali),1079
2025-10,Punjab,Sangrur,711
2025-10,Punjab,Shaheed Bhagat Singh Nagar,147
2025-10,Punjab,Sri Muktsar Sahib,329
2025-10,Punjab,Tarn Taran,692
2025-10,Rajasthan,Ajmer,1758
2025-10,Rajasthan,Alwar,2516
2025-10,Rajasthan,Balotra,9
2025-10,Rajasthan,Banswara,2157
2025-10,Rajasthan,Baran,1342
2025-10,Rajasthan,Barmer,1231
2025-10,Rajasthan,Beawar,11
2025-10,Rajasthan,Bharatpur,1910
2025-10,Rajasthan,Bhilwara,1797
2025-10,Rajasthan,Bikaner,1371
2025-10,Rajasthan,Bundi,990
2025-10,Rajasthan,Chittaurgarh,74
2025-10,Rajasthan,Chittorgarh,1195
2025-10,Rajasthan,Churu,1191
2025-10,Rajasthan,Dausa,829
2025-10,Rajasthan,Deeg,9
2025-10,Rajasthan,Deeg ,32
2025-10,Rajasthan,Dhaulpur,19
2025-10,Rajasthan,Dholpur,1120
2025-10,Rajasthan,Didwana-Kuchaman,11
2025-10,Rajasthan,Dungarpur,1261
2025-10,Rajasthan,Ganganagar,1183
2025-10,Rajasthan,Hanumangarh,1024
2025-10,Rajasthan,Jaipur,4772
2025-10,Rajasthan,Jaisalmer,339
2025-10,Rajasthan,Jalor,1383
2025-10,Rajasthan,Jalore,28
2025-10,Rajasthan,Jhalawar,997
2025-10,Rajasthan,Jhunjhunu,91
2025-10,Rajasthan,Jhunjhunun,1129
2025-10,Rajasthan,Jodhpur,2121
2025-10,Rajasthan,Karauli,1121
2025-10,Rajasthan,Khairthal-Tijara,15
2025-10,Rajasthan,Kota,1529
2025-10,Rajasthan,Kotputli-Behror,16
2025-10,Rajasthan,Nagaur,1745
2025-10,Rajasthan,Pali,1164
2025-10,Rajasthan,Phalodi,1
2025-10,Rajasthan,Pratapgarh,808
2025-10,Rajasthan,Rajsamand,907
2025-10,Rajasthan,Salumbar,4
2025-10,Rajasthan,Sawai Madhopur,1004
2025-10,Rajasthan,Sikar,1391
2025-10,Rajasthan,Sirohi,805
2025-10,Rajasthan,Tonk,958
2025-10,Rajasthan,Udaipur,2116
2025-10,Sikkim,East,228
2025-10,Sikkim,East Sikkim,119
2025-10,Sikkim,Mangan,2
2025-10,Sikkim,Namchi,5
2025-10,Sikkim,North,25
2025-10,Sikkim,North Sikkim,13
2025-10,Sikkim,South,116
2025-10,Sikkim,South Sikkim,53
2025-10,Sikkim,West,70
2025-10,Sikkim,West Sikkim,78
2025-10,Tamil Nadu,Ariyalur,510
2025-10,Tamil Nadu,Chengalpattu,606
2025-10,Tamil Nadu,Chennai,4064
2025-10,Tamil Nadu,Coimbatore,3344
2025-10,Tamil Nadu,Cuddalore,2403
2025-10,Tamil Nadu,Dharmapuri,1354
2025-10,Tamil Nadu,Dindigul,1518
2025-10,Tamil Nadu,Erode,1742
2025-10,Tamil Nadu,Kallakurichi,298
2025-10,Tamil Nadu,Kancheepuram,3113
2025-10,Tamil Nadu,Kanniyakumari,919
2025-10,Tamil Nadu,Kanyakumari,441
2025-10,Tamil Nadu,Karur,762
2025-10,Tamil Nadu,Krishnagiri,1755
2025-10,Tamil Nadu,Madurai,2565
2025-10,Tamil Nadu,Mayiladuthurai,107
2025-10,Tamil Nadu,Nagapattinam,1316
2025-10,Tamil Nadu,Namakkal,1145
2025-10,Tamil Nadu,Perambalur,409
2025-10,Tamil Nadu,Pudukkottai,1502
2025-10,Tamil Nadu,Ramanathapuram,979
2025-10,Tamil Nadu,Ranipet,35
2025-10,Tamil Nadu,Salem,2965
2025-10,Tamil Nadu,Sivaganga,929
2025-10,Tamil Nadu,Tenkasi,258
2025-10,Tamil Nadu,Thanjavur,2448
2025-10,Tamil Nadu,The Nilgiris,443
2025-10,Tamil Nadu,Theni,1015
2025-10,Tamil Nadu,Thiruvallur,57
2025-10,Tamil Nadu,Thiruvarur,1387
2025-10,Tamil Nadu,Thoothukkudi,1239
2025-10,Tamil Nadu,Tiruchirappalli,2321
2025-10,Tamil Nadu,Tirunelveli,2335
2025-10,Tamil Nadu,Tirupathur,6
2025-10,Tamil Nadu,Tirupattur,220
2025-10,Tamil Nadu,Tiruppur,2117
2025-10,Tamil Nadu,Tiruvallur,3624
2025-10,Tamil Nadu,Tiruvannamalai,2102
2025-10,Tamil Nadu,Vellore,2578
2025-10,Tamil Nadu,Villupuram,1452
2025-10,Tamil Nadu,Viluppuram,1592
2025-10,Tamil Nadu,Virudhunagar,1261
2025-10,Telangana,Adilabad,910
2025-10,Telangana,Bhadradri Kothagudem,672
2025-10,Telangana,Hanumakonda,435
2025-10,Telangana,Hyderabad,2756
2025-10,Telangana,Jagitial,274
2025-10,Telangana,Jangaon,26
2025-10,Telangana,Jangoan,499
2025-10,Telangana,Jayashankar Bhupalpally,255
2025-10,Telangana,Jogulamba Gadwal,327
2025-10,Telangana,K.v. Rangareddy,3440
2025-10,Telangana,Kamareddy,313
2025-10,Telangana,Karimnagar,1857
2025-10,Telangana,Khammam,1098
2025-10,Telangana,Komaram Bheem,416
2025-10,Telangana,Mahabubabad,415
2025-10,Telangana,Mahabubnagar,1958
2025-10,Telangana,Mancherial,515
2025-10,Telangana,Medak,1358
2025-10,Telangana,Medchal-malkajgiri,1262
2025-10,Telangana,Medchal−malkajgiri,38
2025-10,Telangana,Mulugu,172
2025-10,Telangana,Nagarkurnool,416
2025-10,Telangana,Nalgonda,1727
2025-10,Telangana,Narayanpet,443
2025-10,Telangana,Nirmal,723
2025-10,Telangana,Nizamabad,1327
2025-10,Telangana,Peddapalli,320
2025-10,Telangana,Rajanna Sircilla,235
2025-10,Telangana,Rangareddy,83
2025-10,Telangana,Sangareddy,523
2025-10,Telangana,Siddipet,718
2025-10,Telangana,Suryapet,1048
2025-10,Telangana,Vikarabad,1343
2025-10,Telangana,Wanaparthy,635
2025-10,Telangana,Warangal,739
2025-10,Telangana,Warangal (urban),3
2025-10,Telangana,Warangal Rural,508
2025-10,Telangana,Warangal Urban,172
2025-10,Telangana,Yadadri.,566
2025-10,Tripura,Dhalai,314
2025-10,Tripura,Dhalai  *,38
2025-10,Tripura,Gomati,245
2025-10,Tripura,Khowai,123
2025-10,Tripura,North Tripura,431
2025-10,Tripura,Sepahijala,384
2025-10,Tripura,South Tripura,707
2025-10,Tripura,Unakoti,107
2025-10,Tripura,West Tripura,1345
2025-10,Uttar Pradesh,Agra,5037
2025-10,Uttar Pradesh,Aligarh,4297
2025-10,Uttar Pradesh,Allahabad,5217
2025-10,Uttar Pradesh,Ambedkar Nagar,2769
2025-10,Uttar Pradesh,Amethi,2437
2025-10,Uttar Pradesh,Amroha,2119
2025-10,Uttar Pradesh,Auraiya,1310
2025-10,Uttar Pradesh,Ayodhya,482
2025-10,Uttar Pradesh,Azamgarh,4670
2025-10,Uttar Pradesh,Baghpat,1867
2025-10,Uttar Pradesh,Bagpat,1
2025-10,Uttar Pradesh,Bahraich,3921
2025-10,Uttar Pradesh,Ballia,3008
2025-10,Uttar Pradesh,Balrampur,2013
2025-10,Uttar Pradesh,Banda,2400
2025-10,Uttar Pradesh,Bara Banki,3387
2025-10,Uttar Pradesh,Barabanki,201
2025-10,Uttar Pradesh,Bareilly,6138
2025-10,Uttar Pradesh,Basti,2216
2025-10,Uttar Pradesh,Bhadohi,196
2025-10,Uttar Pradesh,Bijnor,4644
2025-10,Uttar Pradesh,Budaun,3900
2025-10,Uttar Pradesh,Bulandshahar,13
2025-10,Uttar Pradesh,Bulandshahr,3390
2025-10,Uttar Pradesh,Chandauli,2726
2025-10,Uttar Pradesh,Chitrakoot,1503
2025-10,Uttar Pradesh,Deoria,3489
2025-10,Uttar Pradesh,Etah,1728
2025-10,Uttar Pradesh,Etawah,2027
2025-10,Uttar Pradesh,Faizabad,1962
2025-10,Uttar Pradesh,Farrukhabad,2308
2025-10,Uttar Pradesh,Fatehpur,2746
2025-10,Uttar Pradesh,Firozabad,2948
2025-10,Uttar Pradesh,Gautam Buddha Nagar,2134
2025-10,Uttar Pradesh,Ghaziabad,3704
2025-10,Uttar Pradesh,Ghazipur,3642
2025-10,Uttar Pradesh,Gonda,3449
2025-10,Uttar Pradesh,Gorakhpur,4804
2025-10,Uttar Pradesh,Hamirpur,1329
2025-10,Uttar Pradesh,Hapur,833
2025-10,Uttar Pradesh,Hardoi,4110
2025-10,Uttar Pradesh,Hathras,1832
2025-10,Uttar Pradesh,Jalaun,2179
2025-10,Uttar Pradesh,Jaunpur,4457
2025-10,Uttar Pradesh,Jhansi,2140
2025-10,Uttar Pradesh,Jyotiba Phule Nagar,18
2025-10,Uttar Pradesh,Kannauj,1581
2025-10,Uttar Pradesh,Kanpur Dehat,1825
2025-10,Uttar Pradesh,Kanpur Nagar,4384
2025-10,Uttar Pradesh,Kasganj,1671
2025-10,Uttar Pradesh,Kaushambi,1635
2025-10,Uttar Pradesh,Kheri,5390
2025-10,Uttar Pradesh,Kushinagar,3226
2025-10,Uttar Pradesh,Kushinagar *,7
2025-10,Uttar Pradesh,Lalitpur,1493
2025-10,Uttar Pradesh,Lucknow,4643
2025-10,Uttar Pradesh,Maharajganj,2644
2025-10,Uttar Pradesh,Mahoba,951
2025-10,Uttar Pradesh,Mahrajganj,1
2025-10,Uttar Pradesh,Mainpuri,1751
2025-10,Uttar Pradesh,Mathura,2737
2025-10,Uttar Pradesh,Mau,2591
2025-10,Uttar Pradesh,Meerut,3574
2025-10,Uttar Pradesh,Mirzapur,1879
2025-10,Uttar Pradesh,Moradabad,3568
2025-10,Uttar Pradesh,Muzaffarnagar,2668
2025-10,Uttar Pradesh,Pilibhit,1690
2025-10,Uttar Pradesh,Pratapgarh,2584
2025-10,Uttar Pradesh,Prayagraj,651
2025-10,Uttar Pradesh,Rae Bareli,3213
2025-10,Uttar Pradesh,Rampur,2574
2025-10,Uttar Pradesh,Saharanpur,3230
2025-10,Uttar Pradesh,Sambhal,2921
2025-10,Uttar Pradesh,Sant Kabir Nagar,2220
2025-10,Uttar Pradesh,Sant Ravidas Nagar,1536
2025-10,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,4
2025-10,Uttar Pradesh,Shahjahanpur,3468
2025-10,Uttar Pradesh,Shamli,1656
2025-10,Uttar Pradesh,Shrawasti,1940
2025-10,Uttar Pradesh,Siddharthnagar,2701
2025-10,Uttar Pradesh,Sitapur,5219
2025-10,Uttar Pradesh,Sonbhadra,1515
2025-10,Uttar Pradesh,Sultanpur,2396
2025-10,Uttar Pradesh,Unnao,4119
2025-10,Uttar Pradesh,Varanasi,4117
2025-10,Uttarakhand,Almora,511
2025-10,Uttarakhand,Bageshwar,221
2025-10,Uttarakhand,Chamoli,335
2025-10,Uttarakhand,Champawat,346
2025-10,Uttarakhand,Dehradun,1418
2025-10,Uttarakhand,Garhwal,9
2025-10,Uttarakhand,Hardwar,61
2025-10,Uttarakhand,Haridwar,1854
2025-10,Uttarakhand,Nainital,866
2025-10,Uttarakhand,Pauri Garhwal,624
2025-10,Uttarakhand,Pithoragarh,611
2025-10,Uttarakhand,Rudraprayag,255
2025-10,Uttarakhand,Tehri Garhwal,923
2025-10,Uttarakhand,Udham Singh Nagar,2163
2025-10,Uttarakhand,Uttarkashi,285
2025-10,WEST BENGAL,HOOGHLY,2
2025-10,WEST BENGAL,HOWRAH,3
2025-10,WESTBENGAL,HOOGHLY,4
2025-10,West  Bengal,Hooghly,1
2025-10,West Bangal,Hooghly,1
2025-10,West Bengal,Alipurduar,318
2025-10,West Bengal,Bankura,5987
2025-10,West Bengal,Barddhaman,7576
2025-10,West Bengal,Bardhaman,1036
2025-10,West Bengal,Birbhum,5222
2025-10,West Bengal,Cooch Behar,4994
2025-10,West Bengal,Dakshin Dinajpur,3134
2025-10,West Bengal,Darjeeling,1896
2025-10,West Bengal,Darjiling,395
2025-10,West Bengal,East Midnapore,1292
2025-10,West Bengal,Haora,1696
2025-10,West Bengal,Hooghly,6486
2025-10,West Bengal,Howrah,3251
2025-10,West Bengal,Hugli,40
2025-10,West Bengal,Jalpaiguri,9156
2025-10,West Bengal,Jhargram,184
2025-10,West Bengal,KOLKATA,4
2025-10,West Bengal,Kalimpong,94
2025-10,West Bengal,Koch Bihar,3294
2025-10,West Bengal,Kolkata,3975
2025-10,West Bengal,MALDA,5
2025-10,West Bengal,Malda,5208
2025-10,West Bengal,Maldah,1269
2025-10,West Bengal,Medinipur,5
2025-10,West Bengal,Murshidabad,9785
2025-10,West Bengal,Nadia,6510
2025-10,West Bengal,North 24 Parganas,9841
2025-10,West Bengal,North Dinajpur,205
2025-10,West Bengal,North Twenty Four Parganas,925
2025-10,West Bengal,Paschim Bardhaman,557
2025-10,West Bengal,Paschim Medinipur,11310
2025-10,West Bengal,Purba Bardhaman,613
2025-10,West Bengal,Purba Medinipur,3481
2025-10,West Bengal,Purulia,421
2025-10,West Bengal,Puruliya,5559
2025-10,West Bengal,South  Twenty Four Parganas,4
2025-10,West Bengal,South 24 Parganas,11718
2025-10,West Bengal,South 24 parganas,3
2025-10,West Bengal,South Dinajpur,307
2025-10,West Bengal,South Twenty Four Parganas,2050
2025-10,West Bengal,Uttar Dinajpur,5833
2025-10,West Bengal,West Midnapore,1556
2025-10,West Bengal,hooghly,4
2025-10,West bengal,South 24 Parganas,4
2025-10,West bengal,hooghly,8
2025-10,Westbengal,Hooghly,3
2025-10,andhra pradesh,chittoor,3
2025-10,odisha,Gajapati,2
2025-11,Andaman & Nicobar Islands,Andamans,49
2025-11,Andaman & Nicobar Islands,South Andaman,24
2025-11,Andaman and Nicobar Islands,Nicobar,16
2025-11,Andaman and Nicobar Islands,North And Middle Andaman,57
2025-11,Andaman and Nicobar Islands,South Andaman,163
2025-11,Andhra Pradesh,Adilabad,931
2025-11,Andhra Pradesh,Alluri Sitharama Raju,344
2025-11,Andhra Pradesh,Anakapalli,445
2025-11,Andhra Pradesh,Anantapur,2229
2025-11,Andhra Pradesh,Ananthapur,1007
2025-11,Andhra Pradesh,Ananthapuramu,1056
2025-11,Andhra Pradesh,Annamayya,596
2025-11,Andhra Pradesh,Bapatla,439
2025-11,Andhra Pradesh,Chittoor,4155
2025-11,Andhra Pradesh,Cuddapah,2834
2025-11,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,479
2025-11,Andhra Pradesh,East Godavari,4482
2025-11,Andhra Pradesh,Eluru,525
2025-11,Andhra Pradesh,Guntur,4336
2025-11,Andhra Pradesh,Hyderabad,1450
2025-11,Andhra Pradesh,K.V.Rangareddy,19
2025-11,Andhra Pradesh,K.v. Rangareddy,4
2025-11,Andhra Pradesh,Kakinada,579
2025-11,Andhra Pradesh,Karim Nagar,35
2025-11,Andhra Pradesh,Karimnagar,316
2025-11,Andhra Pradesh,Khammam,1065
2025-11,Andhra Pradesh,Krishna,3227
2025-11,Andhra Pradesh,Kurnool,3299
2025-11,Andhra Pradesh,Mahabub Nagar,514
2025-11,Andhra Pradesh,Mahabubnagar,4
2025-11,Andhra Pradesh,Mahbubnagar,339
2025-11,Andhra Pradesh,Medak,450
2025-11,Andhra Pradesh,N. T. R,753
2025-11,Andhra Pradesh,Nalgonda,892
2025-11,Andhra Pradesh,Nandyal,339
2025-11,Andhra Pradesh,Nellore,2136
